task_name,task_status,build_links,crossbow_branch_url,ci_system,extra_params,template,arrow_commit
almalinux-8-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/3805754655/jobs/6473956491'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-github-almalinux-8-amd64,github,"{'target': 'almalinux-8', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.amd64.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
almalinux-8-arm64,success,['https://github.com/ursacomputing/crossbow/runs/10361648209'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-travis-almalinux-8-arm64,travis,"{'target': 'almalinux-8-aarch64', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/travis.linux.arm64.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
almalinux-9-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/3805769056/jobs/6473986538'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-github-almalinux-9-amd64,github,"{'target': 'almalinux-9', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.amd64.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
almalinux-9-arm64,success,['https://github.com/ursacomputing/crossbow/runs/10361649430'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-travis-almalinux-9-arm64,travis,"{'target': 'almalinux-9-aarch64', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/travis.linux.arm64.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
amazon-linux-2-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/3805771743/jobs/6473991508'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-github-amazon-linux-2-amd64,github,"{'target': 'amazon-linux-2', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.amd64.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
amazon-linux-2-arm64,success,['https://github.com/ursacomputing/crossbow/runs/10361643435'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-travis-amazon-linux-2-arm64,travis,"{'target': 'amazon-linux-2-aarch64', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/travis.linux.arm64.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
centos-7-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/3805770989/jobs/6473990110'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-github-centos-7-amd64,github,"{'target': 'centos-7', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.amd64.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
centos-8-stream-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/3805763248/jobs/6473975463'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-github-centos-8-stream-amd64,github,"{'target': 'centos-8-stream', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.amd64.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
centos-8-stream-arm64,success,['https://github.com/ursacomputing/crossbow/runs/10361658395'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-travis-centos-8-stream-arm64,travis,"{'target': 'centos-8-stream-aarch64', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/travis.linux.arm64.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
centos-9-stream-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/3805760492/jobs/6473969427'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-github-centos-9-stream-amd64,github,"{'target': 'centos-9-stream', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.amd64.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
centos-9-stream-arm64,success,['https://github.com/ursacomputing/crossbow/runs/10361638314'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-travis-centos-9-stream-arm64,travis,"{'target': 'centos-9-stream-aarch64', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/travis.linux.arm64.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
conan-maximum,success,['https://github.com/ursacomputing/crossbow/actions/runs/3805757764/jobs/6473963422'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-github-conan-maximum,github,"{'flags': '-e ARROW_CONAN_PARQUET=True -e ARROW_CONAN_WITH_BROTLI=True -e ARROW_CONAN_WITH_BZ2=True -e ARROW_CONAN_WITH_FLIGHT_RPC=True -e ARROW_CONAN_WITH_GLOG=True -e ARROW_CONAN_WITH_JEMALLOC=True -e ARROW_CONAN_WITH_JSON=True -e ARROW_CONAN_WITH_LZ4=True -e ARROW_CONAN_WITH_SNAPPY=True -e ARROW_CONAN_WITH_ZSTD=True', 'image': 'conan'}",docker-tests/github.linux.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
conan-minimum,failure,['https://github.com/ursacomputing/crossbow/actions/runs/3805765635/jobs/6473980131'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-github-conan-minimum,github,{'image': 'conan'},docker-tests/github.linux.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
conda-clean,success,['https://github.com/ursacomputing/crossbow/runs/10363066322'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-azure-conda-clean,azure,{},conda-recipes/azure.clean.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
conda-linux-aarch64-cpu-py3,error,[],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-azure-conda-linux-aarch64-cpu-py3,azure,{'config': 'linux_aarch64_cuda_compiler_versionNoneopenssl3'},conda-recipes/azure.linux.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
conda-linux-aarch64-cpu-r41,failure,['https://github.com/ursacomputing/crossbow/runs/10364418724'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-azure-conda-linux-aarch64-cpu-r41,azure,"{'config': 'linux_aarch64_cuda_compiler_versionNoneopenssl3', 'r_config': 'linux_aarch64_r_base4.1'}",conda-recipes/azure.linux.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
conda-linux-aarch64-cpu-r42,failure,['https://github.com/ursacomputing/crossbow/runs/10363274163'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-azure-conda-linux-aarch64-cpu-r42,azure,"{'config': 'linux_aarch64_cuda_compiler_versionNoneopenssl3', 'r_config': 'linux_aarch64_r_base4.2'}",conda-recipes/azure.linux.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
conda-linux-ppc64le-cpu-py3,success,['https://github.com/ursacomputing/crossbow/runs/10362877675'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-azure-conda-linux-ppc64le-cpu-py3,azure,{'config': 'linux_ppc64le_cuda_compiler_versionNoneopenssl3'},conda-recipes/azure.linux.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
conda-linux-x64-cpu-py3,error,[],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-azure-conda-linux-x64-cpu-py3,azure,{'config': 'linux_64_cuda_compiler_versionNoneopenssl3'},conda-recipes/azure.linux.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
conda-linux-x64-cpu-r41,success,['https://github.com/ursacomputing/crossbow/runs/10364214507'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-azure-conda-linux-x64-cpu-r41,azure,"{'config': 'linux_64_cuda_compiler_versionNoneopenssl3', 'r_config': 'linux_64_r_base4.1'}",conda-recipes/azure.linux.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
conda-linux-x64-cpu-r42,success,['https://github.com/ursacomputing/crossbow/runs/10362820761'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-azure-conda-linux-x64-cpu-r42,azure,"{'config': 'linux_64_cuda_compiler_versionNoneopenssl3', 'r_config': 'linux_64_r_base4.2'}",conda-recipes/azure.linux.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
conda-linux-x64-cuda-py3,success,['https://github.com/ursacomputing/crossbow/runs/10362953036'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-azure-conda-linux-x64-cuda-py3,azure,{'config': 'linux_64_cuda_compiler_version10.2openssl3'},conda-recipes/azure.linux.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
conda-osx-arm64-cpu-py3,success,['https://github.com/ursacomputing/crossbow/runs/10362896578'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2022-12-30-0-azure-conda-osx-arm64-cpu-py3,azure,{'config': 'osx_arm64_openssl3'},conda-recipes/azure.osx.yml,83511b1c274a43a43fc7cd4921ece83961ef61e6
